Target ID,Comparison ID,Similarity Score
2661.0,2661.0,1.0
2285.0,2285.0,1.0
1721.0,1721.0,1.0
2717.0,2717.0,1.0
2559.0,2559.0,1.0
1165.0,1165.0,1.0
186.0,186.0,1.0
1502.0,1502.0,1.0
3032.0,3032.0,1.0
2734.0,2734.0,1.0
2844.0,2844.0,1.0
1287.0,1287.0,1.0
1176.0,1176.0,1.0
2193.0,2193.0,1.0
500.0,500.0,1.0
2340.0,2340.0,1.0
1780.0,1780.0,1.0
2989.0,2989.0,1.0
3057.0,3057.0,1.0
148.0,148.0,1.0
3042.0,3042.0,1.0
474.0,474.0,1.0
2184.0,2184.0,1.0
1156.0,1156.0,1.0
123.0,123.0,1.0
1725.0,1725.0,1.0
2668.0,2668.0,1.0
890.0,890.0,1.0
2099.0,2099.0,1.0
2481.0,2481.0,1.0
2546.0,2546.0,1.0
1518.0,1518.0,1.0
113.0,113.0,1.0
421.0,421.0,1.0
559.0,559.0,1.0
129.0,129.0,1.0
2796.0,2796.0,1.0
749.0,749.0,1.0
346.0,346.0,1.0
1047.0,1047.0,1.0
2618.0,2618.0,1.0
2957.0,2957.0,1.0
2447.0,2447.0,1.0
925.0,925.0,1.0
2395.0,2395.0,1.0
2444.0,2444.0,1.0
969.0,969.0,1.0
1034.0,1034.0,1.0
2630.0,2630.0,1.0
1586.0,1586.0,1.0
1417.0,1417.0,1.0
598.0,598.0,1.0
1535.0,1535.0,1.0
2.0,2.0,1.0
2536.0,2536.0,1.0
1620.0,1620.0,1.0
365.0,365.0,1.0
853.0,853.0,1.0
524.0,524.0,1.0
791.0,791.0,1.0
2876.0,2876.0,1.0
1335.0,1335.0,1.0
2594.0,2594.0,1.0
1251.0,1251.0,1.0
118.0,118.0,1.0
2326.0,2326.0,1.0
2940.0,2940.0,1.0
426.0,426.0,1.0
2632.0,2632.0,1.0
1013.0,1013.0,1.0
2581.0,2581.0,1.0
60.0,60.0,1.0
215.0,215.0,1.0
2995.0,2995.0,1.0
1925.0,1925.0,1.0
1802.0,1802.0,1.0
383.0,383.0,1.0
1388.0,1388.0,1.0
1237.0,1237.0,1.0
2642.0,2642.0,1.0
3015.0,3015.0,1.0
484.0,484.0,1.0
2095.0,2095.0,1.0
692.0,692.0,1.0
1045.0,1045.0,1.0
750.0,750.0,1.0
461.0,461.0,1.0
2352.0,2352.0,1.0
1882.0,1882.0,1.0
2474.0,2474.0,1.0
1059.0,1059.0,1.0
1327.0,1327.0,1.0
948.0,948.0,1.0
1315.0,1315.0,1.0
1708.0,1708.0,1.0
1546.0,1546.0,1.0
2396.0,2396.0,1.0
2372.0,2372.0,1.0
1352.0,1352.0,1.0
227.0,227.0,1.0
1548.0,1548.0,1.0
546.0,546.0,1.0
1712.0,1712.0,1.0
2895.0,2895.0,1.0
2604.0,2604.0,1.0
1710.0,1710.0,1.0
1940.0,1940.0,1.0
1362.0,1362.0,1.0
1300.0,1300.0,1.0
2237.0,2237.0,1.0
2287.0,2287.0,1.0
2925.0,2925.0,1.0
407.0,407.0,1.0
2755.0,2755.0,1.0
2258.0,2258.0,1.0
584.0,584.0,1.0
2727.0,2727.0,1.0
318.0,318.0,1.0
2319.0,2319.0,1.0
2288.0,2288.0,1.0
889.0,889.0,1.0
1946.0,1946.0,1.0
706.0,706.0,1.0
2353.0,2353.0,1.0
1730.0,1730.0,1.0
864.0,864.0,1.0
98.0,98.0,1.0
1754.0,1754.0,1.0
2621.0,2621.0,1.0
46.0,46.0,1.0
1771.0,1771.0,1.0
1982.0,1982.0,1.0
2067.0,2067.0,0.99999994
1089.0,1089.0,0.99999994
1438.0,1438.0,0.99999994
438.0,438.0,0.99999994
2502.0,2502.0,0.99999994
1197.0,1197.0,0.99999994
2306.0,2306.0,0.99999994
667.0,667.0,0.99999994
429.0,429.0,0.99999994
1717.0,1717.0,0.99999994
2045.0,2045.0,0.99999994
887.0,887.0,0.99999994
1569.0,1569.0,0.99999994
615.0,615.0,0.99999994
3009.0,3009.0,0.99999994
2583.0,2583.0,0.99999994
2674.0,2674.0,0.99999994
1872.0,1872.0,0.99999994
1311.0,1311.0,0.99999994
681.0,681.0,0.99999994
2074.0,2074.0,0.99999994
1487.0,1487.0,0.99999994
2963.0,2963.0,0.99999994
3004.0,3004.0,0.99999994
381.0,381.0,0.99999994
567.0,567.0,0.99999994
1621.0,1621.0,0.99999994
257.0,257.0,0.99999994
2073.0,2073.0,0.99999994
2780.0,2780.0,0.99999994
2053.0,2053.0,0.99999994
2848.0,2848.0,0.99999994
2868.0,2868.0,0.99999994
953.0,953.0,0.99999994
1142.0,1142.0,0.99999994
400.0,400.0,0.99999994
2286.0,2286.0,0.99999994
2799.0,2799.0,0.99999994
2695.0,2695.0,0.99999994
544.0,544.0,0.99999994
2003.0,2003.0,0.99999994
1454.0,1454.0,0.99999994
2678.0,2678.0,0.99999994
699.0,699.0,0.99999994
3047.0,3047.0,0.99999994
1805.0,1805.0,0.99999994
1761.0,1761.0,0.99999994
1223.0,1223.0,0.99999994
1525.0,1525.0,0.99999994
1737.0,1737.0,0.99999994
2162.0,2162.0,0.99999994
652.0,652.0,0.99999994
739.0,739.0,0.99999994
14.0,14.0,0.9999999
1858.0,1858.0,0.9999999
1495.0,1495.0,0.9999999
1970.0,1970.0,0.9999999
2994.0,2994.0,0.9999999
2723.0,2723.0,0.9999999
1812.0,1812.0,0.9999999
1681.0,1681.0,0.9999999
2409.0,2409.0,0.9999999
2323.0,2323.0,0.9999999
2016.0,2016.0,0.9999999
2877.0,2877.0,0.9999999
2370.0,2370.0,0.9999999
2901.0,2901.0,0.9999999
2002.0,2002.0,0.9999999
991.0,991.0,0.9999999
1980.0,1980.0,0.9999999
1522.0,1522.0,0.9999999
2121.0,2121.0,0.9999999
2303.0,2303.0,0.9999999
1359.0,1359.0,0.9999999
1236.0,1236.0,0.9999999
471.0,471.0,0.9999999
2892.0,2892.0,0.9999999
2691.0,2691.0,0.9999999
736.0,736.0,0.9999999
2533.0,2533.0,0.9999999
1927.0,1927.0,0.9999999
2369.0,2369.0,0.9999999
354.0,354.0,0.9999999
2098.0,2098.0,0.9999999
2894.0,2894.0,0.9999999
243.0,243.0,0.9999999
634.0,634.0,0.9999999
2234.0,2234.0,0.9999999
1446.0,1446.0,0.9999999
2089.0,2089.0,0.9999999
2410.0,2410.0,0.9999999
1312.0,1312.0,0.9999999
2202.0,2202.0,0.9999999
3016.0,3016.0,0.9999999
2660.0,2660.0,0.9999999
174.0,174.0,0.9999999
1738.0,1738.0,0.9999999
1792.0,1792.0,0.9999999
1194.0,1194.0,0.9999999
1601.0,1601.0,0.9999999
481.0,481.0,0.9999999
3018.0,3018.0,0.9999999
1201.0,1201.0,0.9999999
1424.0,1424.0,0.9999999
1910.0,1910.0,0.9999999
414.0,414.0,0.9999999
1055.0,1055.0,0.9999999
1554.0,1554.0,0.9999999
1104.0,1104.0,0.9999999
1594.0,1594.0,0.9999999
1818.0,1818.0,0.9999999
1087.0,1087.0,0.9999999
2024.0,2024.0,0.9999999
208.0,208.0,0.9999999
1250.0,1250.0,0.9999999
1745.0,1745.0,0.9999999
2259.0,2259.0,0.9999999
1922.0,1922.0,0.9999999
1650.0,1650.0,0.9999999
2776.0,2776.0,0.9999999
62.0,62.0,0.9999999
1202.0,1202.0,0.9999999
2955.0,2955.0,0.9999999
767.0,767.0,0.9999999
316.0,316.0,0.9999999
2143.0,2143.0,0.9999999
551.0,551.0,0.9999999
2552.0,2552.0,0.9999999
1939.0,1939.0,0.9999998
136.0,136.0,0.9999998
3054.0,3054.0,0.9999998
137.0,137.0,0.9999998
2046.0,2046.0,0.9999998
2706.0,2706.0,0.9999998
1966.0,1966.0,0.9999998
3041.0,3041.0,0.9999998
1853.0,1853.0,0.9999998
1112.0,1112.0,0.9999998
1146.0,1146.0,0.9999998
99.0,99.0,0.9999998
1435.0,1435.0,0.9999998
675.0,675.0,0.9999998
2521.0,2521.0,0.9999998
1757.0,1757.0,0.9999998
230.0,230.0,0.9999998
2087.0,2087.0,0.9999998
2406.0,2406.0,0.9999998
2897.0,2897.0,0.9999998
861.0,861.0,0.9999998
1342.0,1342.0,0.9999998
80.0,80.0,0.9999998
379.0,379.0,0.9999998
1395.0,1395.0,0.9999998
746.0,746.0,0.9999998
2368.0,2368.0,0.9999998
2811.0,2811.0,0.9999998
1080.0,1080.0,0.9999998
2358.0,2358.0,0.9999998
184.0,184.0,0.9999998
845.0,845.0,0.99999976
550.0,550.0,0.99999976
1267.0,1267.0,0.99999976
1871.0,1871.0,0.99999976
1044.0,1044.0,0.99999976
724.0,724.0,0.99999976
1838.0,1838.0,0.99999976
1801.0,1801.0,0.99999976
1391.0,1391.0,0.99999976
2882.0,2882.0,0.99999976
556.0,556.0,0.99999976
235.0,235.0,0.99999976
1763.0,1763.0,0.99999976
250.0,250.0,0.99999976
1012.0,1012.0,0.99999976
2050.0,2050.0,0.99999976
321.0,321.0,0.99999976
2273.0,2273.0,0.99999976
2922.0,2922.0,0.99999976
2920.0,2920.0,0.99999976
1567.0,1567.0,0.99999976
2482.0,2482.0,0.99999976
2291.0,2291.0,0.99999976
1295.0,1295.0,0.99999976
2014.0,2014.0,0.99999976
766.0,766.0,0.99999976
1748.0,1748.0,0.99999976
2713.0,2713.0,0.99999976
1151.0,1151.0,0.99999976
1898.0,1898.0,0.99999976
2810.0,2810.0,0.99999976
748.0,748.0,0.99999976
1775.0,1775.0,0.9999997
1100.0,1100.0,0.9999997
1246.0,1246.0,0.9999997
738.0,738.0,0.9999997
1082.0,1082.0,0.9999997
880.0,880.0,0.9999997
2191.0,2191.0,0.9999997
2684.0,2684.0,0.9999997
498.0,498.0,0.9999997
1507.0,1507.0,0.9999997
993.0,993.0,0.9999997
1127.0,1127.0,0.99999964
530.0,530.0,0.99999964
1665.0,1665.0,0.99999964
534.0,534.0,0.99999964
1513.0,1513.0,0.99999964
1612.0,1612.0,0.99999964
1747.0,1747.0,0.99999964
2347.0,2347.0,0.99999964
2998.0,2998.0,0.99999964
480.0,480.0,0.9999996
2649.0,2649.0,0.9999996
698.0,698.0,0.9999995
2127.0,2127.0,0.99999946
645.0,674.0,0.87586236
1428.0,1395.0,0.8600724
991.0,990.0,0.82795835
1112.0,1045.0,0.8209485
3016.0,3015.0,0.8186337
2016.0,2030.0,0.81189066
2046.0,2030.0,0.8098792
1970.0,2014.0,0.8017122
2046.0,1780.0,0.7996664
3041.0,3042.0,0.7948995
1763.0,1771.0,0.79410106
2046.0,2016.0,0.78936404
1251.0,1250.0,0.7794644
1223.0,652.0,0.77871525
1267.0,1300.0,0.77634853
601.0,2448.0,0.77232534
1323.0,1311.0,0.7722675
426.0,484.0,0.7717407
2046.0,2006.0,0.77136666
645.0,675.0,0.77008843
1312.0,1250.0,0.76908636
1780.0,2006.0,0.7684506
1780.0,2050.0,0.7681571
2291.0,2287.0,0.7678771
1838.0,3042.0,0.7676145
2219.0,2925.0,0.7612533
471.0,1816.0,0.75885844
1785.0,1780.0,0.7566777
2299.0,481.0,0.7564012
2006.0,2030.0,0.7529403
2046.0,2014.0,0.7504084
2299.0,2792.0,0.75017035
1785.0,2050.0,0.7497301
1792.0,1751.0,0.74744266
1780.0,2030.0,0.747066
1236.0,459.0,0.7467576
2892.0,2894.0,0.746009
2024.0,1771.0,0.7455906
1970.0,2046.0,0.7453648
1327.0,1754.0,0.74476874
2046.0,484.0,0.74469066
1518.0,1535.0,0.74398625
675.0,674.0,0.7432388
438.0,1295.0,0.7424768
484.0,1761.0,0.740178
438.0,1840.0,0.7395142
2299.0,1327.0,0.7384438
1686.0,1554.0,0.7378411
524.0,459.0,0.73717344
1838.0,1311.0,0.73605084
1763.0,1778.0,0.7358387
1279.0,1340.0,0.73578
2016.0,1780.0,0.73475707
1861.0,1882.0,0.73431337
2291.0,1327.0,0.73425233
438.0,2291.0,0.73398054
2291.0,459.0,0.7337986
1839.0,1818.0,0.7333553
1839.0,1816.0,0.7332977
1327.0,402.0,0.73328316
3054.0,2162.0,0.7330893
2792.0,2604.0,0.73279583
1044.0,1045.0,0.7323179
2299.0,402.0,0.7319795
2046.0,1785.0,0.73137224
1236.0,2291.0,0.73099315
2482.0,2516.0,0.7303195
3032.0,438.0,0.7298268
1047.0,1045.0,0.7297113
1738.0,459.0,0.7296008
1100.0,2963.0,0.72915506
481.0,1327.0,0.7284451
1236.0,1295.0,0.72835696
1970.0,1785.0,0.72800684
421.0,1415.0,0.72742075
2014.0,2030.0,0.7271646
1427.0,1424.0,0.7271459
1970.0,1780.0,0.72693074
2006.0,1979.0,0.72683144
1838.0,1254.0,0.7267177
1236.0,1840.0,0.7264286
3016.0,1638.0,0.72633916
2206.0,1644.0,0.7262635
1816.0,2195.0,0.72615254
402.0,1840.0,0.72599924
1839.0,2839.0,0.7253939
93.0,1312.0,0.7253933
1839.0,1738.0,0.72506315
2299.0,1754.0,0.72497964
1327.0,1840.0,0.7249595
2273.0,2313.0,0.7244925
1627.0,1621.0,0.7242601
1818.0,1840.0,0.7238554
481.0,1295.0,0.7237016
1335.0,402.0,0.72364503
1785.0,2030.0,0.7234427
2050.0,2014.0,0.7233534
1839.0,1840.0,0.72331595
1236.0,1738.0,0.72330165
1165.0,1748.0,0.72313535
342.0,381.0,0.7228135
1839.0,2291.0,0.7226858
2206.0,2162.0,0.72243106
1738.0,402.0,0.72222793
1176.0,2191.0,0.72210294
1738.0,1840.0,0.72209895
524.0,1327.0,0.72184557
402.0,1754.0,0.72134936
1927.0,1601.0,0.72118556
1295.0,459.0,0.720993
1839.0,481.0,0.7209578
1970.0,2030.0,0.72074866
1176.0,474.0,0.72060084
612.0,2410.0,0.7204647
1780.0,1979.0,0.7203576
1816.0,2839.0,0.720055
2016.0,2014.0,0.7197386
1975.0,1980.0,0.7190463
438.0,459.0,0.71872425
216.0,215.0,0.71867216
1255.0,2167.0,0.71836066
2211.0,474.0,0.71825176
3042.0,1311.0,0.71824414
2291.0,1840.0,0.7182187
1970.0,2050.0,0.7179426
550.0,1738.0,0.7172443
1882.0,1898.0,0.71715146
1236.0,1816.0,0.7171403
2016.0,2050.0,0.7170845
1970.0,2016.0,0.71689385
481.0,402.0,0.7168829
2211.0,3032.0,0.7167604
1839.0,2299.0,0.71663463
1236.0,1757.0,0.7163754
481.0,2291.0,0.71635675
2940.0,2353.0,0.7158512
1970.0,484.0,0.71563077
1236.0,481.0,0.71556085
601.0,2447.0,0.7154783
438.0,1236.0,0.71509117
2050.0,2030.0,0.71508366
1194.0,459.0,0.7150378
1645.0,612.0,0.7147768
1279.0,1302.0,0.7147242
1839.0,1751.0,0.7145207
459.0,1840.0,0.7141173
773.0,1882.0,0.7140474
1543.0,1594.0,0.71380776
438.0,1327.0,0.7137437
1792.0,2291.0,0.7136686
2046.0,426.0,0.71360004
2016.0,2006.0,0.7135884
1300.0,1202.0,0.7134975
484.0,2621.0,0.71300995
1176.0,1821.0,0.71298933
1751.0,2291.0,0.7129414
1236.0,1202.0,0.7129214
1970.0,1771.0,0.71234727
2521.0,2621.0,0.7118753
158.0,429.0,0.71186066
1312.0,1251.0,0.7115357
476.0,1738.0,0.71133673
476.0,2780.0,0.7111833
1202.0,1840.0,0.7110936
2046.0,1342.0,0.71071255
2925.0,2933.0,0.7106198
93.0,1567.0,0.7105522
1236.0,2287.0,0.7104082
3016.0,880.0,0.7104006
3054.0,2206.0,0.71028525
1839.0,550.0,0.7101747
2046.0,2050.0,0.70978594
415.0,1388.0,0.70976734
1127.0,2340.0,0.7096244
1295.0,402.0,0.709539
1785.0,1763.0,0.70952433
2046.0,2621.0,0.7089483
1816.0,2291.0,0.7088585
2002.0,118.0,0.70879126
1816.0,2287.0,0.70849866
1970.0,426.0,0.7083646
1775.0,2002.0,0.70826554
3042.0,1254.0,0.7082293
550.0,474.0,0.70805407
1780.0,2014.0,0.707903
1839.0,1236.0,0.7077829
1112.0,1059.0,0.70747006
1838.0,1250.0,0.7073746
3059.0,1738.0,0.70732814
773.0,1898.0,0.7072724
2024.0,1778.0,0.7071756
1838.0,3041.0,0.7071409
1279.0,2167.0,0.70708156
415.0,1435.0,0.7070769
1691.0,498.0,0.70703775
2259.0,2347.0,0.70700794
1176.0,1567.0,0.7067404
3032.0,1156.0,0.70664513
3059.0,1840.0,0.70639753
1176.0,1302.0,0.70634496
1165.0,1312.0,0.70621073
426.0,1761.0,0.70610344
2481.0,2521.0,0.7059908
2046.0,2521.0,0.70585567
2291.0,1295.0,0.7055181
1738.0,1295.0,0.7050592
1044.0,1112.0,0.70487607
2844.0,2839.0,0.7046812
474.0,453.0,0.70466685
464.0,2560.0,0.70463586
1970.0,1761.0,0.70423704
2016.0,1785.0,0.7040786
550.0,1840.0,0.7040154
2211.0,438.0,0.7039977
354.0,767.0,0.70365477
1979.0,2030.0,0.70350254
1785.0,2014.0,0.7034358
524.0,2291.0,0.7030791
1327.0,459.0,0.70305413
1287.0,767.0,0.7029983
2482.0,390.0,0.70296705
476.0,484.0,0.7027615
1839.0,476.0,0.7026046
550.0,1816.0,0.70257366
1801.0,1751.0,0.7023999
2006.0,2014.0,0.7022986
550.0,421.0,0.70229673
481.0,1202.0,0.7022896
1839.0,2844.0,0.70221835
438.0,2287.0,0.7021591
1970.0,2287.0,0.70197946
429.0,123.0,0.7017765
1273.0,1745.0,0.70175457
1335.0,1754.0,0.70140654
1980.0,1151.0,0.70139694
3016.0,2097.0,0.7013004
2067.0,2448.0,0.70120525
3059.0,1236.0,0.70120424
3059.0,1970.0,0.7011946
1197.0,1176.0,0.70108294
3032.0,1816.0,0.70097566
438.0,1202.0,0.7009208
453.0,2780.0,0.7008996
1816.0,481.0,0.7007694
1970.0,2546.0,0.7006491
2014.0,1761.0,0.70045733
2674.0,1882.0,0.7004213
1280.0,1748.0,0.70031536
1763.0,2024.0,0.7002795
2844.0,474.0,0.7002643
2315.0,2326.0,0.7002495
1816.0,1771.0,0.7002272
2046.0,476.0,0.7000889
2299.0,1202.0,0.6999279
1428.0,1638.0,0.6998145
1327.0,1202.0,0.69978243
1802.0,2776.0,0.6997507
1388.0,1342.0,0.69973296
2736.0,1569.0,0.6997256
429.0,2195.0,0.69972235
464.0,1751.0,0.69970185
438.0,1156.0,0.699671
426.0,2014.0,0.6995772
1340.0,1567.0,0.6995641
1816.0,1818.0,0.6995022
1816.0,426.0,0.6994897
1236.0,524.0,0.69934475
464.0,429.0,0.699016
429.0,2780.0,0.6989958
464.0,438.0,0.6989943
1142.0,484.0,0.69886297
1738.0,1778.0,0.69875073
2844.0,1816.0,0.6987278
1757.0,459.0,0.6986925
1724.0,2291.0,0.6986859
421.0,2621.0,0.69868493
1763.0,1738.0,0.69858706
94.0,99.0,0.69842786
550.0,1818.0,0.69831634
1340.0,1302.0,0.6982597
1415.0,1771.0,0.69824284
2067.0,2143.0,0.6981915
2736.0,2734.0,0.6981607
1415.0,2776.0,0.6981504
2291.0,2621.0,0.69814944
1839.0,459.0,0.6980941
231.0,1738.0,0.698056
1970.0,2006.0,0.69788
2273.0,2347.0,0.69785833
1428.0,880.0,0.6978401
1279.0,1280.0,0.6976719
2024.0,1315.0,0.6975853
2409.0,2719.0,0.69754845
1194.0,481.0,0.6974886
1112.0,1047.0,0.6973454
500.0,1712.0,0.6973189
1279.0,1250.0,0.6972375
1089.0,1045.0,0.69717264
2745.0,2719.0,0.69679534
1778.0,1771.0,0.6966058
1340.0,767.0,0.6965888
3041.0,1311.0,0.6964899
1980.0,1308.0,0.69646966
1176.0,1279.0,0.6963868
2291.0,544.0,0.69631255
2780.0,484.0,0.6962083
476.0,459.0,0.69599366
438.0,481.0,0.69595176
1785.0,2546.0,0.6958916
2994.0,471.0,0.69580567
2046.0,1979.0,0.6957786
471.0,1724.0,0.6956502
1295.0,1840.0,0.6956223
464.0,2211.0,0.6954168
346.0,250.0,0.6953596
476.0,2030.0,0.69533193
2521.0,2030.0,0.6952712
1236.0,2014.0,0.6952525
2046.0,1761.0,0.69515026
1089.0,1044.0,0.69514525
1927.0,381.0,0.695127
3032.0,749.0,0.6951213
1176.0,421.0,0.6950415
3032.0,474.0,0.6949244
474.0,2195.0,0.6949173
1236.0,1327.0,0.6949037
1594.0,1898.0,0.69479877
169.0,347.0,0.69475913
464.0,2780.0,0.6946906
1980.0,474.0,0.69465876
464.0,1738.0,0.6945619
750.0,1882.0,0.69453776
1980.0,1279.0,0.6943898
550.0,231.0,0.6943574
1295.0,3037.0,0.69432163
3032.0,1980.0,0.694234
1738.0,484.0,0.69420755
471.0,1778.0,0.69407
481.0,1818.0,0.69401526
1738.0,1771.0,0.69396216
2896.0,2894.0,0.69394565
1273.0,1802.0,0.69387543
1738.0,1818.0,0.69383025
1816.0,1415.0,0.6938195
1738.0,2238.0,0.6936615
1194.0,1327.0,0.69365495
2299.0,2839.0,0.6936407
2994.0,1738.0,0.69358695
2804.0,2787.0,0.6935786
1197.0,453.0,0.69355625
1415.0,414.0,0.6933549
3032.0,1236.0,0.6933245
1816.0,484.0,0.6932096
1839.0,2195.0,0.6931884
231.0,3047.0,0.6931834
1738.0,2291.0,0.69305724
2789.0,2804.0,0.6930121
1970.0,476.0,0.6928478
3054.0,559.0,0.692521
2003.0,1151.0,0.69237065
471.0,1415.0,0.69236994
2994.0,3032.0,0.69223684
474.0,1738.0,0.69222206
474.0,421.0,0.6921732
474.0,2780.0,0.69210565
1435.0,1388.0,0.6920912
1176.0,453.0,0.6920588
3009.0,484.0,0.6920407
1236.0,1751.0,0.6919929
